Site_ID,geeSEBAL,PT-JPL,SSEBop,SIMS,eeMETRIC,DisALEXI,Ensemble,DATE
US-Br3,21.9,42.8,1.4,25.4,25.3,2.8,19.9,10/1/2005
US-Br3,7.3,17.8,0.3,20.1,15.3,0,10.1,11/1/2005
US-Br3,0,2,0,0.1,0.4,1.2,0.2,12/1/2005
US-Br3,1.8,12,0.4,12,4.4,7.8,6.4,1/1/2006
US-Br3,9.3,10,0.9,11.3,7.8,7.1,9.1,2/1/2006
US-Br3,10.5,22.7,4,42.2,7.4,16.1,12.1,3/1/2006
US-Br3,48.9,55.2,22.4,92.2,48,25.1,48.6,5/1/2006
US-Br3,118,108.6,130.1,136.2,126.1,87.1,123.8,6/1/2006
US-Br3,209,169.6,186.1,170,177.4,175.3,175.7,7/1/2006
US-Br3,118,108.1,110.3,113,120.3,153.3,113.9,8/1/2006
US-Br3,68.5,69.9,54.2,85.4,76.6,66.5,70.4,9/1/2006
US-Br3,22.3,31.1,20.8,40.7,42.8,21.2,29.8,10/1/2006
US-Br3,9.5,21.3,5.8,20.4,25.5,9.3,15.3,11/1/2006
US-Br3,2.9,9,2.2,13.1,10.7,7.2,7.5,12/1/2006
US-Br3,3.4,7.3,2.3,13.8,6.2,11.2,7.4,1/1/2007
US-Br3,17.7,9,1.8,3.1,9,15.6,9.4,2/1/2007
US-Br3,71.5,40.3,9.4,57.1,61.3,33.6,45.6,3/1/2007
US-Br3,53.1,53.4,14.8,81.5,44.7,43.5,48.7,4/1/2007
US-Br3,57.4,70.1,22.5,93.2,66.6,48.5,67.2,5/1/2007
US-Br3,66.4,105.7,76.5,112.9,83.5,94.7,90,6/1/2007
US-Br3,164.2,143.7,148.7,155.6,159.1,168.2,156.6,7/1/2007
US-Br3,123.7,101.3,123.1,119.8,123.6,138,122.6,8/1/2007
US-Br3,64.8,82.8,56.6,88,65.9,52.5,68.4,9/1/2007
US-Br3,27.5,32.4,58.6,60.5,9.3,53.3,40.3,10/1/2007
US-Br3,13.6,13.5,35.2,4,1.6,43.4,18.6,11/1/2007
US-Br3,18.2,38.6,0.4,6.6,7.5,36.4,17.9,3/1/2008
US-Br3,42.3,57.4,9.1,85,31.7,38.3,35.8,4/1/2008
US-Br3,43.5,67,23.3,103.3,51.3,36.7,44.4,5/1/2008
US-Br3,104.8,103.1,45.9,132.4,110.9,52.6,100.8,6/1/2008
US-Br3,138.5,156.9,135,146,124,159.7,143.4,7/1/2008
US-Br3,126.8,113.6,117.6,115.8,115,154.8,115.5,8/1/2008
US-Br3,77,79.1,61.1,77.7,74.8,70,75.7,9/1/2008
US-Br3,52.1,49.6,22.9,55.9,63.3,31.2,50.4,10/1/2008
US-Br3,18.9,17.8,7.7,24,30.3,15.4,19,11/1/2008
US-Br3,9.7,1,1.7,11,13.4,14,8.5,12/1/2008
US-Br3,8.5,3.2,1.7,6.8,3.8,14.6,4.8,1/1/2009
US-Br3,20.4,20.6,2.3,12.1,12.9,23.1,17.8,2/1/2009
US-Br3,62.7,46.1,20.6,45.3,22.1,23.7,36.7,3/1/2009
US-Br3,80.5,48.7,12.8,54.9,40.8,33.6,44.5,4/1/2009
US-Br3,92.7,85.2,37.9,81,95.4,56.7,82.2,5/1/2009
US-Br3,64.2,107.7,58.1,125.6,78.9,55.3,72.8,6/1/2009
US-Br3,118.7,123.8,101,129,109.4,100.5,113.8,7/1/2009
US-Br3,135.6,127.3,130.5,113.7,118.2,125.2,125.1,8/1/2009
US-Br3,76.9,77,61,71.7,61.1,80.3,76.5,9/1/2009
US-Br3,3.1,20.5,0.2,12.5,5.3,1.2,4.4,11/1/2009
US-Br3,5,3.6,0.6,1,2,14.9,2.4,2/1/2010
US-Br3,57,41.8,7.6,37.3,20.8,38.5,33.8,3/1/2010
US-Br3,63.7,43,10.6,76.3,48,28,44.9,4/1/2010
US-Br3,16.3,53.4,16,75,31,17.7,20.2,5/1/2010
US-Br3,152.4,145.1,99.4,146.7,159.3,133.3,147.4,6/1/2010
US-Br3,167.9,138.4,146.6,144,144.6,173.6,143.4,7/1/2010
US-Br3,116.7,115.6,105.1,111.3,117.2,143.3,115.2,8/1/2010
US-Br3,75.6,81.8,34.9,80.1,58,53.2,64,9/1/2010
US-Br3,32,42.6,5.3,25.2,36.1,8.6,25,10/1/2010
US-Br3,4.3,19.8,2.7,18.3,13.1,6,10.7,11/1/2010
US-Br3,5.6,10.1,0.9,7,0.9,7.5,5.3,12/1/2010
US-Br3,2,4,0.1,0.2,0.1,1.8,0.8,1/1/2011
US-Br3,5,3,0.1,1,2.9,4.4,2.7,2/1/2011
US-Br3,68.6,37.9,4.5,31.9,38,34.2,35.5,3/1/2011
US-Br3,27,29.8,4.1,63.8,13.5,22.7,19.4,4/1/2011
US-Br3,112.2,70.9,31.8,98.4,100,79.6,92.2,5/1/2011
US-Br3,71.7,101.1,69.4,128.5,84,76.1,80.4,6/1/2011
US-Br3,149.6,116.3,181.5,161.9,159.8,148.4,154.9,8/1/2011
US-Br3,60.2,69.9,67.9,84.2,80.9,57,70,9/1/2011
US-Br3,19,25.9,12.6,46,28.2,1.9,17.5,10/1/2011
US-Dk1,27,21.4,19.9,52,9.4,20.9,22.3,2/1/2006
US-Dk1,157.1,137.6,100,124.4,143.3,107,128.2,8/1/2006
US-Dk1,147.6,141.7,89.2,129.2,105,74.4,114.5,5/1/2007
US-Dk1,41.8,89.1,63.2,115.8,76.4,60.3,66.2,8/1/2007
US-Dk1,32.9,60.4,36.3,74.7,55.1,24.6,47.3,9/1/2007
US-Dk1,15.5,28.2,15.8,32.9,17.5,8.1,17,11/1/2007
US-Dk1,69.3,63.6,42,80.5,55.2,41.8,58.7,3/1/2008
US-Dk1,158.6,144.9,105.7,150.3,136.5,125.5,136.9,7/1/2008
JPL1_Smith5,32,38.8,16,51,42.3,19.9,33.3,1/1/2018
JPL1_Smith5,69.2,69.9,95.6,85,92.7,87.8,83.4,2/1/2018
JPL1_Smith5,127.2,128.6,163.8,140.7,171.8,137.4,144.9,3/1/2018
US-Mj1,131.2,137,132.8,142.6,129.4,116.8,134.6,6/1/2013
US-Mj1,60.6,53.1,75.7,78.9,96.1,75,73.2,8/1/2013
US-Tw2,10.5,80.6,16.4,70.5,66.8,94.6,65.8,6/1/2012
US-Tw2,78.5,160.1,65,145.7,93,112.4,109.1,7/1/2012
US-Tw2,130.4,174.4,166.4,178,152.8,168,167.9,8/1/2012
US-KLS,177.1,112,139.7,165.9,197.7,179.6,172,6/1/2012
US-KLS,129.3,94.6,153.2,133,113.7,165,131.4,7/1/2012
US-KLS,108.2,101.9,90.6,113.2,91.5,130,105.9,8/1/2012
US-KLS,75.2,70.8,96,113.1,99.8,93.9,91.5,9/1/2012
US-KLS,48.6,55.4,54.8,77.2,45.4,39.9,48.8,10/1/2012
US-KLS,21.6,36.1,38.8,34.7,35.6,32,35.5,11/1/2012
US-KLS,4.8,21.6,24.3,11.2,19.2,25.5,20.3,12/1/2012
US-KLS,35.2,20.6,19.6,35.6,31.8,34.4,34.3,2/1/2013
US-KLS,41.3,48.6,28.2,36.3,28.5,53.4,39.4,3/1/2013
US-KLS,97.8,92.8,60.3,91.3,84.2,79.3,89.1,4/1/2013
US-KLS,130.9,129.2,124.8,152.8,142.7,138.9,136.5,5/1/2013
US-KLS,180.2,152.6,197.6,220.1,216.9,178.7,191,6/1/2013
US-KLS,154.4,131.1,168.4,194,178.9,163.2,165,7/1/2013
US-KLS,112.4,107.3,122.2,136.2,125.1,118.6,120.3,8/1/2013
US-KLS,67.3,71.2,129.3,132.7,129.6,81.6,101.9,9/1/2013
US-KLS,42,56.9,89.8,94.2,102.6,52.6,73,10/1/2013
US-KLS,20.6,31.7,32.5,38,41.3,26.6,31.8,11/1/2013
US-KLS,18.8,20.9,28.2,14.2,21.3,37.1,20.7,12/1/2013
US-KLS,8.5,8.3,11.7,32.2,12,11.3,10.4,2/1/2014
US-KLS,82.6,36.1,37.7,22.8,58.2,59.2,42.8,3/1/2014
US-KLS,83.1,57.3,65,85.2,100.8,74.6,77.7,4/1/2014
US-KLS,125.4,102.1,103.5,135.2,121.4,123.1,118.4,5/1/2014
US-KLS,138,140.6,145.8,192.5,146.2,167.2,142.7,6/1/2014
US-KLS,173,151,192,169.3,178.1,196,176.6,7/1/2014
US-KLS,140.1,105.7,138.9,132.7,126.1,134,134.4,8/1/2014
US-KLS,94.4,92.2,92,115.7,108.8,85.4,91,9/1/2014
US-KLS,74.1,70,69.8,80.6,97.7,60.8,71,10/1/2014
US-KLS,24.8,22.5,32.2,33.4,40.5,27.8,30.2,11/1/2014
US-KLS,8.6,11.3,14.2,26.2,23.5,18,17,12/1/2014
US-KLS,32,18.3,15.5,19.7,28.3,31.6,24.2,2/1/2015
US-KLS,72.7,44.4,40,30.6,60,60.4,51.3,3/1/2015
US-KLS,85.4,75.2,61.8,98,88.3,79.2,85.2,4/1/2015
US-KLS,128.4,110.2,99.4,131.5,112.6,113.7,116,5/1/2015
US-KLS,156.8,136.8,160.9,172.1,189,163.8,163.4,6/1/2015
US-KLS,134.1,115.8,165.2,179.1,188.5,153.9,156.1,7/1/2015
US-KLS,110.5,106.6,107.8,123.2,116.7,118.2,113.9,8/1/2015
US-KLS,51.6,52.2,44.7,57.8,60.6,35.4,50.4,3/1/2016
US-KLS,70.5,79.7,82.4,107.4,76,85,78.7,4/1/2016
US-KLS,115.2,108,100.5,127.5,118.3,123.4,115.5,5/1/2016
US-KLS,190.9,173,164.2,180.9,190.6,164.9,177.4,6/1/2016
US-KLS,112.1,101.8,104.6,131.7,97.1,104.3,104,8/1/2016
US-KLS,83.8,83.5,110.8,115,108.4,99.4,100.1,9/1/2016
US-KLS,60.8,66.3,75.8,89.3,93.3,56.9,73.7,10/1/2016
US-KLS,10,15.1,19.4,27.1,19.7,22,18.9,12/1/2016
US-KLS,45.8,31.2,29.5,9.7,35.4,33,32.3,2/1/2017
US-KLS,65.5,41.1,40.1,30.3,61.1,55.3,48.9,3/1/2017
US-KLS,64.1,84.5,60,108.6,63.5,74.8,69.4,4/1/2017
US-KLS,130.7,118.8,118.6,147.8,129.3,144,131.5,5/1/2017
US-KLS,168.8,136.8,169,190.4,206.8,152.4,170.7,6/1/2017
US-KLS,194.4,134.2,169.7,134.1,162.9,151,157.7,7/1/2017
US-KLS,69,97.8,89.4,84.7,78.2,103.2,87.1,8/1/2017
US-KLS,83.5,100.3,90.8,101.6,88.4,81.2,91,9/1/2017
US-KLS,62.6,62.5,64.7,91.2,70,42.7,64.9,10/1/2017
US-KLS,18.6,27.2,29.7,24,24.7,22.3,24.4,11/1/2017
US-KLS,18,16.1,16.4,9.8,16.6,13.5,16.1,12/1/2017
US-Mj2,13.8,53.7,54.1,68.2,47.6,60.8,56.9,6/1/2014
US-Mj2,4.7,36.7,5.3,50.2,32.9,30.8,26.8,8/1/2014
US-Ne1,180.1,163.6,169.2,157.3,167.5,202.3,167.5,7/1/2001
US-Ne1,132.2,121.3,170.9,144.3,162.7,185.8,152.9,8/1/2001
US-Ne1,94.7,102.8,88.2,98.3,113.7,95.6,95.9,9/1/2001
US-Ne1,40.4,48.4,58.1,65.4,69.1,41.4,53.8,10/1/2001
US-Ne1,7.6,16.3,17.9,18,24.7,6.5,15.2,11/1/2001
US-Ne1,3.2,7.2,6.5,11.1,4.5,3.3,6,12/1/2001
US-Ne1,20.1,13.6,8.1,7.3,11,6.7,9.3,1/1/2002
US-Ne1,15.6,14.7,4.4,21.6,14.2,12,14.1,2/1/2002
US-Ne1,14.3,16.1,4.8,22,31.5,15.8,14.6,3/1/2002
US-Ne1,0.1,65.2,5.1,25.2,12.8,16.3,11.9,4/1/2002
US-Ne1,31.7,63.2,28.5,104.7,15.6,37.1,35.2,5/1/2002
US-Ne1,103.4,100.7,158.4,142.8,149.8,138.3,132.2,6/1/2002
US-Ne1,182.6,157,214.2,187.2,219.1,194.3,192.4,7/1/2002
US-Ne1,117.7,97,169.7,146.2,174.9,167.6,155.2,8/1/2002
US-Ne1,114.6,98.7,118.2,97.6,135.3,110.8,112.5,9/1/2002
US-Ne1,56.1,49.8,39.4,48,54.3,40.1,47.9,10/1/2002
US-Ne1,10.2,16,16.3,13.5,15,9.1,13.4,11/1/2002
US-Ne1,9.8,10,16.7,6.8,16.6,10.9,10.8,12/1/2002
US-Ne1,3.2,8,14.3,13.1,8.1,5.5,8.7,1/1/2003
US-Ne1,0.6,2,3.6,4,0,1.7,2,2/1/2003
US-Ne1,96.3,35.5,16.4,10.4,19,26.1,21.5,3/1/2003
US-Ne1,67.7,51.4,30.3,60.7,18.6,32.7,43.6,4/1/2003
US-Ne1,58.4,73.3,34.3,102.3,19.8,55.1,57.2,5/1/2003
US-Ne1,72.8,107.4,76.7,139.1,65.4,101.1,93.8,6/1/2003
US-Ne1,119.4,147.2,192.3,172.4,188.2,204.2,180.8,7/1/2003
US-Ne1,148.1,135.9,178.9,155.1,171,187.2,162.7,8/1/2003
US-Ne1,112.1,105.1,95.1,103.9,129.9,89.9,101.2,9/1/2003
US-Ne1,51.1,46.8,62.5,58.7,83,52.9,54.4,10/1/2003
US-Ne1,22.9,31.4,15.2,34,22.7,12.9,23.2,11/1/2003
US-Ne1,5.4,11.4,2.8,15.2,6.5,7.1,6.6,12/1/2003
US-Ne1,8.2,5,10.1,12,1.5,23.4,7.4,1/1/2004
US-Ne1,9.9,8,9.1,13,1.2,26.4,10,2/1/2004
US-Ne1,15.6,29.4,11.1,61.3,7.6,17.8,16.3,3/1/2004
US-Ne1,26.5,44.3,30.9,46.1,52.4,29.5,38.3,4/1/2004
US-Ne1,38.1,55.4,45.7,76.3,64.9,35,52.6,5/1/2004
US-Ne1,169.5,148.7,136.8,135.7,141.6,164.6,149.5,6/1/2004
US-Ne1,160.7,139.8,138.3,138,142.9,179.6,139.7,7/1/2004
US-Ne1,132.5,113.1,148.9,132.9,142.7,160.8,143.5,8/1/2004
US-Ne1,95.3,98.9,119.9,124.1,144,92.4,112.4,9/1/2004
US-Ne1,42.4,31.2,37.1,39.2,58.7,21.3,37.5,10/1/2004
US-Ne1,7.5,8.9,9.5,35.5,6.3,8.7,8.2,11/1/2004
US-Ne1,20.1,15.6,11.6,11.1,6.7,14.7,11.9,12/1/2004
US-Ne1,3.1,1.4,1.7,2.7,7.6,9.4,2.2,1/1/2005
US-Ne1,10.6,6.8,3.6,24.2,7.6,10,7.7,2/1/2005
US-Ne1,34.3,22.6,8.7,25.3,18.9,15,20.8,3/1/2005
US-Ne1,41.8,43.4,33.9,82,20.2,29.5,33.8,4/1/2005
US-Ne1,24.1,49,38.7,78.1,13.7,31.9,31.5,5/1/2005
US-Ne1,72.6,119.3,83.9,150.9,79.9,45.3,80.2,6/1/2005
US-Ne1,193.6,165.7,198.1,180.3,196,212.1,196,7/1/2005
US-Ne1,143.8,121.3,154,134.7,149.9,157.1,143.5,8/1/2005
US-Ne1,80.8,83.1,144.6,114.7,134.8,107,110.8,9/1/2005
US-Ne1,31.6,53.2,34.6,61.3,49,23.4,42.2,10/1/2005
US-Ne1,27.9,24.6,27.6,23.4,35,22.4,25.2,11/1/2005
US-Ne1,3.7,5.6,1.2,4.1,6.1,6.5,5.2,12/1/2005
US-Ne1,4.3,15.8,0.6,14.5,9.8,6.4,8.6,1/1/2006
US-Ne1,3,9.9,0.8,10.7,9,6.6,6.7,2/1/2006
US-Ne1,16.6,19.9,4.8,36.8,15.9,10.8,13.6,3/1/2006
US-Ne1,23.7,40.9,9.6,63.2,11.2,7.6,18.6,4/1/2006
US-Ne1,29.5,76.6,76.3,106.4,66.7,48.6,74.9,5/1/2006
US-Ne1,76.9,116.4,158.8,159.9,148,122.4,130.4,6/1/2006
US-Ne1,178.7,159.4,215.7,189.3,189.3,196.5,193.9,7/1/2006
US-Ne1,136.7,129.5,131.4,133.3,123.7,151.2,130.9,8/1/2006
US-Ne1,84.3,100.2,71.5,93.4,81.1,76.7,84.5,9/1/2006
US-Ne1,26.2,35.5,28.9,36.8,25.4,14.7,27.9,10/1/2006
US-Ne1,17.9,15.9,22.3,14.4,39,21.6,18.5,11/1/2006
US-Ne1,5.8,15,6.1,17.1,19.9,10.9,12.5,12/1/2006
US-Ne1,3.3,9.2,6,16.1,6.2,14.7,9.2,1/1/2007
US-Ne1,14.5,12,4.1,2.8,12.3,12.7,12.9,2/1/2007
US-Ne1,85.8,67.4,25,44.1,46.1,51.4,46.8,3/1/2007
US-Ne1,70.5,52.7,11.5,78.7,41.5,37.8,48.8,4/1/2007
US-Ne1,91.9,99,31.2,112.9,61.2,47.8,74,5/1/2007
US-Ne1,170.5,169.8,137.8,143,147.5,163.2,155.3,6/1/2007
US-Ne1,197.3,159.1,190.3,172.4,179.3,215.9,185.7,7/1/2007
US-Ne1,148.6,140.1,142.6,142,135.2,163.9,141.7,8/1/2007
US-Ne1,93.7,107,105.4,109.6,110.1,100.2,106.4,9/1/2007
US-Ne1,46.1,49.6,66.9,74.8,81.9,47.6,61.1,10/1/2007
US-Ne1,20.8,25.1,33.9,11.4,45.3,29.6,27.7,11/1/2007
US-Ne1,1,1,1.3,0.3,7,2,1.1,12/1/2007
US-Ne1,0,3,0,1,8.1,11.2,1,1/1/2008
US-Ne1,5.1,13.3,0,15.2,1.5,34,7,2/1/2008
US-Ne1,37.4,40.2,1.8,17.4,1,46.8,24.1,3/1/2008
US-Ne1,29.4,37.7,15,86,24.7,40.2,29.4,4/1/2008
US-Ne1,46.4,64.3,40.7,113.6,45.2,46.4,44.7,5/1/2008
US-Ne1,126.7,118.8,100,159.2,119,117.2,120.4,6/1/2008
US-Ne1,178,167,172.5,164.9,169.4,211.8,170.4,7/1/2008
US-Ne1,151.9,137.9,151.9,138.1,158.7,186.9,147.7,8/1/2008
US-Ne1,86.8,91.9,82.6,93.8,107.4,86.4,88.3,9/1/2008
US-Ne1,55.5,56.9,53.3,67.5,76.1,46.4,55.9,10/1/2008
US-Ne1,20,26.2,34.8,26.1,42.6,34.5,30.7,11/1/2008
US-Ne1,8.2,9.7,8,7.3,3,17.2,8.3,12/1/2008
US-Ne1,9,5.6,4.6,9,8.1,13.4,8.3,1/1/2009
US-Ne1,0,15.7,0.1,15,5.9,12.8,8.2,2/1/2009
US-Ne1,11.1,26.4,4.7,26.9,13.4,25.1,17.9,3/1/2009
US-Ne1,45.5,32.7,18.4,60.3,46.8,31.7,39.2,4/1/2009
US-Ne1,2.2,64.4,31.8,68.1,10.5,36.7,35.6,5/1/2009
US-Ne1,50.8,55.1,55,65.1,46.7,55.9,54.2,6/1/2009
US-Ne1,169.6,139,164,147,152.6,191.8,160.7,7/1/2009
US-Ne1,137.7,122.5,141.4,134.8,137.4,154,137.9,8/1/2009
US-Ne1,65.6,73.7,92.8,83.8,104,85.1,84.2,9/1/2009
US-Ne1,26.9,26.4,39.9,46.4,53.6,37.4,38.5,10/1/2009
US-Ne1,15.1,17.3,27,13.1,40.8,25.8,19.6,11/1/2009
US-Ne1,0.6,5,3.9,9.1,3.9,10.6,5.5,12/1/2009
US-Ne1,0,0,0,0,7,1,0,1/1/2010
US-Ne1,0,1,0,0,4.5,2,0.2,2/1/2010
US-Ne1,0,18.2,5.6,41,15.5,27.3,18,3/1/2010
US-Ne1,87.9,43.9,48.2,75.6,71.2,64,65.1,4/1/2010
US-Ne1,78.4,55.6,45,84.9,40.2,62,61,5/1/2010
US-Ne1,130.4,126.3,106.1,164,116.3,137,123.2,6/1/2010
US-Ne1,131.9,163.3,154.3,159.8,168.5,209,161.5,7/1/2010
US-Ne1,150.7,136.9,185.3,159.1,195.4,185.8,168.9,8/1/2010
US-Ne1,29.9,61.1,60.9,101.5,67.6,48.4,59.5,9/1/2010
US-Ne1,25.6,27.6,37,28.2,32.6,11.3,30.2,10/1/2010
US-Ne1,12.6,11.2,21.9,26.7,28.1,10.3,18.5,11/1/2010
US-Ne1,7.6,5,7.1,8.4,2.1,16.7,7,12/1/2010
US-Ne1,9,5.3,6.9,14,0.6,24.7,7.2,1/1/2011
US-Ne1,27.6,9,9.2,11.7,0.6,35.2,7.6,2/1/2011
US-Ne1,40.6,38.1,13,24.5,26.2,34.8,29.6,3/1/2011
US-Ne1,51.8,48.9,14.9,73.1,81.7,27.8,49.7,4/1/2011
US-Ne1,52.4,76.9,52,111.9,56.1,47.4,52,5/1/2011
US-Ne1,55.1,79.8,86.5,149.5,101.7,99.8,91.9,6/1/2011
US-Ne1,174.8,160.6,246.1,222.4,241.4,203.8,208.2,7/1/2011
US-Ne1,134.1,131.9,185.1,164.9,170.8,161,158,8/1/2011
US-Ne1,99.4,96.6,128.1,110.1,122,94.7,108.5,9/1/2011
US-Ne1,44,38.9,91.2,74.5,110,44.1,67.1,10/1/2011
US-Ne1,13.8,16.3,19.6,38.3,35.5,14.3,16,11/1/2011
US-Ne1,3.4,9.8,3,27,12.6,6.8,7.1,12/1/2011
US-Ne1,0.3,23.6,4.6,10.3,7.2,11.3,6.7,1/1/2012
US-Ne1,15,14,4.6,28.3,12.4,22.5,16.1,2/1/2012
US-Ne1,52.5,42.5,9.6,32,25.3,22.7,30.8,3/1/2012
US-Ne1,36.2,46.7,25.9,77.1,26.1,27.3,32.4,4/1/2012
US-Ne1,160.3,83.1,117.7,138.1,115.8,90.6,117.6,5/1/2012
US-Ne1,195.3,159,216.3,219.6,225.6,165.8,196.9,6/1/2012
US-Ne1,237.9,200.2,303.4,256.8,270.7,228.5,249.6,7/1/2012
US-Ne1,148.1,141.8,182.6,167.9,201.3,147.5,157.6,8/1/2012
US-Ne1,79.9,91.9,97.4,101.6,122.6,72.7,94.4,9/1/2012
US-Ne1,20,34.8,29.6,51.2,48.2,8.4,32,10/1/2012
US-Ne1,19.4,22.1,25.7,19,49.8,18.8,21,11/1/2012
US-Ne1,10.5,11.1,13.9,8.4,26.2,12.9,11.3,12/1/2012
US-Ne1,22.5,12.4,8.7,5.9,6.3,17.1,12.2,1/1/2013
US-Ne1,21.3,9.6,10.5,15.4,0.9,23.3,13.5,2/1/2013
US-Ne1,41.3,31,10.3,35,9.7,30.5,26.3,3/1/2013
US-Ne1,83.9,62.5,31,75.2,25.6,44,53.7,4/1/2013
US-Ne1,57,90.8,53,112,25.1,52.5,55.7,5/1/2013
US-Ne1,124.3,133.7,111.3,155.6,149.2,127.3,133.6,6/1/2013
US-Ne1,176.2,168.6,224.9,206.8,226.8,204.6,201.3,7/1/2013
US-Ne1,117.2,117.2,184,157.9,172.5,147.1,149.3,8/1/2013
US-Ne1,95.1,91.2,145.2,129.8,150.5,82.9,115.8,9/1/2013
US-Ne1,36.5,36.6,59.7,73.8,59.3,30.5,49.4,10/1/2013
US-Ne1,14.1,23.7,16.5,31.4,12,11.1,15.5,11/1/2013
US-Ne1,13.7,13.4,7.1,8.2,0.4,9.6,8.7,12/1/2013
US-Ne1,4.1,9.1,8.4,11,4,5,6.9,1/1/2014
US-Ne1,29.8,11,7.6,17.7,6.2,17.5,12,2/1/2014
US-Ne1,28.8,21.9,19,18.9,2.6,35.6,22.2,3/1/2014
US-Ne1,21,26.3,26.5,65.3,33.7,45.2,30.6,4/1/2014
US-Ne1,82,74.7,58.4,104.9,68.8,70.4,70.9,5/1/2014
US-Ne1,81.7,95.9,87.9,154.5,79.8,51.4,86.3,6/1/2014
US-Ne1,167.5,143.1,207,172.7,210.7,208.6,184.9,7/1/2014
US-Ne1,127.1,133.1,146.2,129.9,147.9,155.6,140,8/1/2014
US-Ne1,81.6,103.7,89,91.4,106.5,93.8,94.3,9/1/2014
US-Ne1,54.9,52,64.3,69.5,87.5,54.3,59,10/1/2014
US-Ne1,34.2,16.7,25.7,18.6,46.8,20.7,23.2,11/1/2014
US-Ne1,12.3,6.9,9.2,12.7,28.5,11.5,10.5,12/1/2014
US-Ne1,0,8,8,9.9,8.1,15.6,8.5,1/1/2015
US-Ne1,8.4,32.6,4.3,34.6,12.3,23.8,19.3,3/1/2015
US-Ne1,141,144.7,151.9,152,140.5,188.1,146,7/1/2015
US-Ne1,6.2,60.1,54.6,44.7,40.5,40.3,48,10/1/2015
US-Ne1,7.1,25.1,12.7,18.5,16.8,36.3,16,2/1/2016
US-Ne1,104.6,126.7,94,144.7,98.6,109.6,106.7,6/1/2016
US-Ne1,22.6,55,63.6,97.1,61.7,45.5,56.4,9/1/2016
US-Ne1,11.4,15,15.9,24.3,25,13.5,16,11/1/2016
US-Ne1,4.4,26.2,16.2,32.7,17.9,34.2,21.9,3/1/2017
US-Ne1,18.1,55.4,24.6,72.3,33.7,39.9,40.7,4/1/2017
US-Ne1,57.9,53.7,48.1,115.2,28,46.6,51.6,5/1/2017
US-Ne1,114.9,142.2,117.8,159.1,131,103.2,128,6/1/2017
US-Ne1,188.6,162.8,187.6,175.9,185.8,214.7,184.5,7/1/2017
US-Ne1,115.2,123,145.1,133.8,148.2,173.1,139.7,8/1/2017
US-Ne1,84.4,108,132,120.4,139.7,102.2,114.5,9/1/2017
US-Ne1,33,36.1,41.3,58.2,50.7,21.5,40.1,10/1/2017
US-Ne1,8.6,25,19.6,18,15.3,11.4,16.3,11/1/2017
US-Ne1,1.1,5,7.6,11.6,7.5,6.4,6.6,12/1/2017
US-Ne1,22.4,4.7,1.4,14.6,0.9,18.2,10.4,1/1/2018
US-Ne1,24.6,44.3,14.3,46.9,19.6,35.9,30.9,3/1/2018
US-Ne1,37,71.7,19,35,22.5,41.2,30.9,4/1/2018
US-Ne1,8.1,68.9,30.3,101.6,23.6,42.5,34.7,5/1/2018
US-Ne1,125.1,141,105.6,162.5,122.4,108.2,127.5,6/1/2018
US-Ne1,159.4,160.8,168.2,158,158.2,217.9,159.1,7/1/2018
US-Ne1,126.4,118.1,152.3,135,152.5,157.7,140.3,8/1/2018
US-Ne1,81.2,65,57.8,68.6,79.1,65,69.4,9/1/2018
US-Ne1,46.7,42.2,28.3,52.9,44.6,31.2,41,10/1/2018
US-Ne1,13.9,18.6,15.3,19.5,18.3,25.1,17.1,11/1/2018
US-Ne1,7,9.1,7.6,17.8,4,23.2,6.9,12/1/2018
US-Ne1,12.9,14,5.2,9.1,4.9,22.1,11.4,1/1/2019
US-Ne1,16.4,16.7,2.7,11.7,4.1,27.8,13.2,2/1/2019
US-Ne1,18.6,37.4,16.4,50.4,13.4,38.8,29.2,3/1/2019
US-Ne1,42.5,26.4,10.2,48.8,11.9,33.7,28.9,4/1/2019
US-Ne1,58.9,76.9,34.8,108.8,18.8,37.3,55.9,5/1/2019
US-Ne1,109.7,151.1,122.2,146.6,118.7,114.7,116.3,6/1/2019
US-Ne1,193.6,176.8,179.4,164.1,142.5,176.6,178.1,7/1/2019
US-Ne1,147.8,130.7,131.4,123,137,132.6,131,8/1/2019
US-Ne1,93.7,103.4,78.3,112,125.2,76.1,98.1,9/1/2019
US-Ne1,33.6,41.9,40.5,57,56.8,38.4,38.6,10/1/2019
US-Ne1,14.1,19.8,18.3,19.9,7.8,20.2,19.5,11/1/2019
US-Ne1,10.3,14,5.3,10,4.4,19.3,10.6,12/1/2019
US-Ne2,195.5,184.1,160.1,157.1,164.7,204.2,177.6,7/1/2001
US-Ne2,133.2,122.7,170.1,144.7,163.2,184.5,153.1,8/1/2001
US-Ne2,94.8,102.3,90.4,98.7,113.9,96,96.4,9/1/2001
US-Ne2,42.3,48.9,59.5,66,72.6,44.2,55.6,10/1/2001
US-Ne2,10.3,16.7,23.8,18.1,30.1,9.6,18.1,11/1/2001
US-Ne2,3.6,7.2,7.6,10.9,4.6,4,6.3,12/1/2001
US-Ne2,22.5,13.9,9.3,7,8.4,8.7,8.4,1/1/2002
US-Ne2,19.9,15.1,7.8,21.2,14.8,16.1,17.4,2/1/2002
US-Ne2,19.1,16.3,8.6,22,31.7,20.6,19.5,3/1/2002
