Site_ID,geeSEBAL,PT-JPL,SSEBop,SIMS,eeMETRIC,DisALEXI,Ensemble,DATE
US-Ne3,19.4,40.1,6.6,61.1,17,9.2,18.5,10/1/2008
US-Ne3,8.7,25,5.6,25.6,5.9,6,6.6,11/1/2008
US-Ne3,3.5,20.9,4.6,13,0.4,7.9,5.9,12/1/2008
US-Ne3,3.9,13,1.6,9.3,0.7,9.9,6.4,1/1/2009
US-Ne3,1.2,15.2,0.7,14.3,6.4,13,8.5,2/1/2009
US-Ne3,0,24.6,0,24.2,1.3,17.1,11.2,3/1/2009
US-Ne3,0,39.4,15,23.1,0.4,14,15.3,4/1/2009
US-Ne3,0,63.7,23.9,64.1,0.6,21,28.9,5/1/2009
US-Ne3,84,82.7,82.2,90.6,71.1,77.4,83.4,6/1/2009
US-Ne3,171.7,145.3,166.8,149.4,154.1,186.2,162.3,7/1/2009
US-Ne3,144.6,124,139.7,138,131.8,157.9,135.6,8/1/2009
US-Ne3,53.4,63.1,79.8,68.2,84.9,77.6,71.2,9/1/2009
US-Ne3,20.4,17.5,27.7,43.9,31.7,26.2,24.7,10/1/2009
US-Ne3,12.5,17,18.3,11.6,23.8,20.2,17.2,11/1/2009
US-Ne3,0.8,5,3.7,10,2.6,11.8,5.7,12/1/2009
US-Ne3,0,0,0,0,4.1,1,0,1/1/2010
US-Ne3,0,1,0,0,2.8,1,0.4,2/1/2010
US-Ne3,0,16.7,1.3,41.2,8.8,13.5,8.1,3/1/2010
US-Ne3,22.2,37.8,5.3,68,12.4,21.8,19.9,4/1/2010
US-Ne3,12.6,48.5,8,76.7,5.3,28.8,20.6,5/1/2010
US-Ne3,75.9,119.7,79,159.3,55.6,109.5,87.9,6/1/2010
US-Ne3,146.6,167,151.3,155.9,143.1,195.7,152.8,7/1/2010
US-Ne3,157.6,138.7,191.1,161.1,172.4,181.7,167.1,8/1/2010
US-Ne3,64.9,77.4,90.5,111.3,104.1,68.6,86.1,9/1/2010
US-Ne3,24.6,34.1,7.5,30.7,44.5,5.8,24.5,10/1/2010
US-Ne3,14.4,13.6,8.5,25.4,26.5,5,15.6,11/1/2010
US-Ne3,6.7,5.1,6.8,8,1.5,13.2,6.7,12/1/2010
US-Ne3,7.2,5,6.1,14,0.5,19.6,6.6,1/1/2011
US-Ne3,4.6,8,0,11.1,0,12.6,6.1,2/1/2011
US-Ne3,6.1,33,0,23.4,8.7,9.3,9.5,3/1/2011
US-Ne3,18.7,41.5,1.7,71.2,32.3,2.5,28,4/1/2011
US-Ne3,29.7,65.3,28.1,110.4,7.7,31,32.4,5/1/2011
US-Ne3,28.4,59.3,53.4,144.6,63.3,75.8,56,6/1/2011
US-Ne3,156.5,154.5,238.8,224.2,252.9,189.8,202.8,7/1/2011
US-Ne3,115,128.9,172.7,166.7,176.3,150.1,151.6,8/1/2011
US-Ne3,70.2,81.3,90.8,88.9,101.2,71.7,84,9/1/2011
US-Ne3,28.2,22.8,49,49.6,51.9,21.6,37.2,10/1/2011
US-Ne3,11.3,15,21.1,34.4,16.2,10.6,14.8,11/1/2011
US-Ne3,4.5,10,11.3,27,6.9,11.2,8.8,12/1/2011
US-Ne3,4,23.1,16.3,9.7,6.1,20.7,13.3,1/1/2012
US-Ne3,1.1,13,3.2,29,11.2,14.4,8.6,2/1/2012
US-Ne3,26.9,39.6,13.1,37,22.9,19.2,26.4,3/1/2012
US-Ne3,35.3,42.8,33.5,75,34.5,27.7,34.8,4/1/2012
US-Ne3,68.9,52,36.7,114.6,21.7,22,40.2,5/1/2012
US-Ne3,58.2,90.8,93,151.1,89.8,67.9,79.9,6/1/2012
US-Ne3,141.4,165.4,209.8,218.8,214.7,140.9,181.8,7/1/2012
US-Ne3,138.3,140.6,170.2,182.6,189.7,123.8,157.5,8/1/2012
US-Ne3,79.2,94.3,97.5,114.5,120.1,65.4,95.2,9/1/2012
US-Ne3,13.9,34.8,19.6,53.1,38.7,6.3,27.7,10/1/2012
US-Ne3,4.4,17.4,2,17.8,13.6,1.1,9.4,11/1/2012
US-Ne3,2.4,10.2,1.5,12.2,7.1,5.7,6.5,12/1/2012
US-Ne3,3.7,11.5,6.2,11.2,12.2,13.4,12.1,1/1/2013
US-Ne3,19.5,13.1,9.3,15.3,17,19.7,15.7,2/1/2013
US-Ne3,68.8,36.4,18.4,37,8.6,42.7,35.3,3/1/2013
US-Ne3,69.8,60.5,23.3,74.4,24.5,42.3,49.1,4/1/2013
US-Ne3,41.8,83.5,45.8,109.6,28.2,47.5,40.8,5/1/2013
US-Ne3,77.8,106.9,73,135.4,58.5,79.7,79.2,6/1/2013
US-Ne3,135.2,160.8,206.6,199,196.6,172.1,178.4,7/1/2013
US-Ne3,90.4,113.6,158,148.6,164.7,122.4,133,8/1/2013
US-Ne3,76.2,85.6,117.9,122,137.6,61.2,100.1,9/1/2013
US-Ne3,27.9,32.3,45.5,73.2,46.5,21.4,34.7,10/1/2013
US-Ne3,11,23,11.9,31.2,6.2,7.8,12,11/1/2013
US-Ne3,12.5,10.2,8.6,7,0.1,8.9,9.5,12/1/2013
US-Ne3,5.4,8,12.6,10.3,5.2,7.8,8.2,1/1/2014
US-Ne3,21.4,6.5,4.8,18.4,1.7,7.2,5.1,2/1/2014
US-Ne3,25,17.5,11.1,19.1,5.3,20,18.5,3/1/2014
US-Ne3,16.1,23.3,19.1,63.6,28.7,33.6,24.2,4/1/2014
US-Ne3,78.3,65.6,44.9,90.7,70,65.5,69.9,5/1/2014
US-Ne3,102.2,118.3,118.7,156.2,121.6,124.3,120.7,6/1/2014
US-Ne3,124.4,132.7,167.5,154.6,181,169.7,155,7/1/2014
US-Ne3,117.9,122.2,129.6,127.4,143.5,139.5,130,8/1/2014
US-Ne3,55.4,90.3,70.3,93,75.1,71.3,75.9,9/1/2014
US-Ne3,16.8,36.6,10.1,66.2,17.7,9.6,18.2,10/1/2014
US-Ne3,21.2,14.1,15.9,14,16.7,8.4,15.2,11/1/2014
US-Ne3,9.3,6.3,7.4,11,13,6.2,8.9,12/1/2014
US-Ne3,86.6,102.2,83.8,129.9,96,85.8,90.9,6/1/2016
US-Ne3,110.1,96.7,148.4,129.2,147.4,138.6,128.4,8/1/2016
US-Ne3,66.5,74.4,102.7,112.8,120.5,76.7,92.3,9/1/2016
US-Ne3,3,11.9,5.9,20.6,0.4,17.5,9.9,2/1/2017
US-Ne3,0,25.1,14.2,30.2,12.1,28.5,18.4,3/1/2017
US-Ne3,10.4,58.3,20.5,75.3,25.6,39.4,38.3,4/1/2017
US-Ne3,37.9,45.1,37.3,112.6,22.7,38,39.6,5/1/2017
US-Ne3,75.3,126.6,93.7,135.5,66.6,89.6,97.9,6/1/2017
US-Ne3,166.6,164.9,180.4,181,176.9,199.9,178.3,7/1/2017
US-Ne3,104.9,112.8,142.7,138,139.1,168,134.3,8/1/2017
US-Ne3,40.7,37,75.1,60,82.8,46.5,57,10/1/2017
US-Ne3,9,24,23.9,21,16.2,12.7,17.8,11/1/2017
US-Ne3,6.2,5,18.7,12,6.2,9.7,7.8,12/1/2017
US-Ne3,10.8,38.8,6.8,49,9.2,20.8,17.3,3/1/2018
US-Ne3,62,50.1,12.3,29,57.1,49.6,49.5,4/1/2018
US-Ne3,45,53.5,34.8,93.2,62.5,56.2,50.4,5/1/2018
US-Ne3,74.1,93,79.1,146.9,87,80.7,82.8,6/1/2018
US-Ne3,149,159.6,160.7,160.3,161.3,191.4,160.5,7/1/2018
US-Ne3,133.6,114,159.6,140,159.3,161.2,150.8,8/1/2018
US-Ne3,73.9,71.5,53.4,81.5,77.1,63.4,70.1,9/1/2018
US-Ne3,27,42,9.7,55.1,30.2,17.8,30.3,10/1/2018
US-Ne3,5.4,16.2,2.3,21,7.2,7.5,7.7,11/1/2018
US-Ne3,1.8,8,0,20,3.3,7.6,4.2,12/1/2018
US-Ne3,10,11,1.8,10,3.6,13.5,9.6,1/1/2019
US-Ne3,17,17.1,3.1,12,0.1,22.8,12,2/1/2019
US-Ne3,2,34.8,1.7,51,0,21.8,12.1,3/1/2019
US-Ne3,55.7,27.8,15.8,48.7,0.1,18.2,27.7,4/1/2019
US-Ne3,78.1,73.5,43.4,111.6,26.4,44.4,53.2,5/1/2019
US-Ne3,96.6,142.6,113.6,146.8,110,98,117.9,6/1/2019
US-Ne3,179.3,171.2,173.8,169,151.2,165,171.7,7/1/2019
US-Ne3,145.3,130.8,141.9,127,141.3,139.3,139.7,8/1/2019
US-Ne3,106.4,100.6,126,110.9,129.2,105.8,105.9,9/1/2019
US-Ne3,28.4,40.9,31.2,57.4,46.1,29.6,35.2,10/1/2019
US-Ne3,12.1,19,13.9,20,9.9,16.5,15.2,11/1/2019
US-Ne3,9.8,13.1,5.9,10.7,1.1,17.2,9.6,12/1/2019
US-OF1,157.4,124.6,160,145.3,132.1,191.6,151.8,6/1/2017
US-OF1,198.4,150.2,185,172.2,175.3,228.6,176.2,7/1/2017
US-OF1,151.3,137.1,115.3,118.7,102.8,149.8,129.2,8/1/2017
US-OF2,200.8,150.6,186,172.6,177.9,230.4,177.6,7/1/2017
US-OF4,201.4,166.5,176.8,164.3,166.4,185.7,171.9,7/1/2018
US-OF6,215.7,174.7,185.8,174.6,181.9,214.7,179.3,6/1/2018
US-OF6,208,172.5,185.5,170.7,178,187.4,178.8,7/1/2018
US-Ro1,28,15.2,7,5.3,7.3,32.8,8.7,3/1/2011
US-Ro1,79.1,46.2,23,56.6,40.8,46.2,42.6,4/1/2011
US-Ro1,22.1,78.9,27.9,98.5,32.7,38.6,30.3,5/1/2011
US-Ro1,77,89.4,72.1,112,71.5,56.8,73.4,6/1/2011
US-Ro1,167.8,144.3,152,150.9,154.9,155.4,153.3,7/1/2011
US-Ro1,132.9,106.9,149.3,137.1,143.6,110.5,130,8/1/2011
US-Ro1,76.8,67.3,83.5,75,90.7,64.8,76.3,9/1/2011
US-Ro1,33.5,33.5,49.9,39.2,55.4,26.6,36.5,10/1/2011
US-Ro1,2.9,11.1,5.1,14.6,17.4,2.5,8.9,11/1/2011
US-Ro1,0.4,6.1,2.1,10,3.2,8.2,5,12/1/2011
US-Ro1,0.8,6.6,1.9,12,1.8,9.7,5.4,1/1/2012
US-Ro1,1.8,13.3,1.9,20,3.7,14.9,9.3,2/1/2012
US-Ro1,44,55.2,17.1,56.3,32.8,33.7,39.9,3/1/2012
US-Ro1,63.1,56.7,32.8,58.8,53.1,52.2,56.8,4/1/2012
US-Ro1,88.8,109.4,52.4,119,63.5,76.4,84.9,5/1/2012
US-Ro1,71.9,99.2,59.1,117.3,80.6,77.2,84.2,6/1/2012
US-Ro1,113.4,134.9,131.8,179.3,169.8,115.3,140.7,7/1/2012
US-Ro1,140.3,110.2,172,150.8,171.5,124.3,144.9,8/1/2012
US-Ro1,84.8,66.4,80,87.7,81.5,45.9,80.1,9/1/2012
US-Ro1,4.8,18.8,13.1,26.3,19.1,12.8,15.9,10/1/2012
US-Ro1,3.5,16.2,2.1,20.8,32,8.4,13.8,11/1/2012
US-Ro1,1,5.3,0.3,6.9,11.1,3.6,4.7,12/1/2012
US-Ro1,2,6,1.1,1.9,6.7,9.3,4.5,3/1/2013
US-Ro1,13.8,43,9.1,59.3,17.7,39.3,30.4,4/1/2013
US-Ro1,9.9,62.3,11.7,93.6,2.7,40.9,25.5,5/1/2013
US-Ro1,114.8,106.5,106.9,127,97.9,99.3,108.7,6/1/2013
US-Ro1,171.1,142.8,151.2,147.9,133.9,180.1,154.5,7/1/2013
US-Ro1,146.5,132.6,178.9,158.3,186,163.1,160.9,8/1/2013
US-Ro1,2.8,1,1.2,2.9,0,8.3,1.6,1/1/2016
US-Ro1,25.9,6.6,8.6,10.3,1.2,32.3,6.7,2/1/2016
US-Ro1,36.3,19.4,20.6,36.1,34.2,47,32.3,3/1/2016
US-Ro1,36,44.4,23.1,52.9,15.4,32,34,4/1/2016
US-Ro1,51,69.7,42.7,87,32.3,50.5,55.5,5/1/2016
US-Ro1,14.7,91.2,36.5,119.7,75.9,33.3,61.9,6/1/2016
US-Ro1,115.9,138.6,133.5,155.5,134.2,128.8,133.8,7/1/2016
US-Ro1,122.9,105.5,103.5,108.9,99,129.6,107.9,8/1/2016
US-Ro1,51.5,77.1,59.8,78.7,67,59.5,65.6,9/1/2016
US-Ro1,11.6,38,14,42.9,9.6,14.9,12.5,10/1/2016
US-Ro1,2.5,19.7,9.9,12.8,4.7,7.6,9.5,11/1/2016
US-Ro1,0.3,2.4,1.4,4.5,1.5,2.1,1.9,12/1/2016
US-Ro2,23.2,5.5,6.3,12.8,0,25.4,12.2,2/1/2016
US-Ro2,28.4,19.8,17.5,39.2,20,38.5,27.2,3/1/2016
US-Ro2,31.8,56.2,39.5,73,65.5,41.5,51.2,4/1/2016
US-Ro2,116.2,95.1,127.1,135.5,152,107.6,122.3,5/1/2016
US-Ro2,167.1,124.4,171,151.8,180.2,162.5,166.5,6/1/2016
US-Ro2,117.6,139.9,136.5,158.9,136.2,139.4,138,7/1/2016
US-Ro2,87.4,114.4,88.7,107.8,97.4,123.8,103.3,8/1/2016
US-Ro2,50.8,77.3,69.8,78,80.4,58,72.7,9/1/2016
US-Ro2,28.8,38.3,34.3,47.9,45.3,30,37.5,10/1/2016
US-Ro2,4.2,18.2,20.1,29.5,23.5,9.2,17.5,11/1/2016
US-Ro3,28.3,31.1,1.1,29,9.1,31.7,30.1,3/1/2005
US-Ro3,75.2,116.3,68.7,120.2,80.2,71.2,73.8,5/1/2006
US-Ro5,25.9,10.6,8.4,14.4,2.8,27.6,14.9,2/1/2017
US-Ro5,43.5,41,8.2,25.5,12.1,41.6,28.6,3/1/2017
US-Ro5,23.8,72.4,20.2,69.8,29.8,50.2,44.4,4/1/2017
US-Ro5,55.5,76.9,37.5,86.2,44.6,49.2,52.7,5/1/2017
US-Ro5,62.7,80.6,69.2,112.3,74.7,89.8,75.4,6/1/2017
US-Ro5,117.4,123,95.9,128.1,112.2,125.3,121.2,7/1/2017
US-Ro5,97.5,92.2,92.7,94.9,84.9,107.1,94.3,8/1/2017
US-Ro5,44.8,81,59.8,81.8,69.9,56.4,65.6,9/1/2017
US-Ro5,9.5,39.7,16.1,49.3,15.2,21.4,15.5,10/1/2017
US-Ro5,3.3,11.1,3.5,11.3,3.7,6.1,4.2,11/1/2017
US-Ro5,0,3.1,0.9,7,2.3,1.6,1.6,12/1/2017
US-Ro6,24.9,8.9,6.6,16.1,8.5,31.8,13,2/1/2017
US-Ro6,46.6,42.3,10.2,26.8,21.1,50.2,32.9,3/1/2017
US-Ro6,53,80.2,26.1,70.5,57.3,62.8,64.8,4/1/2017
US-Ro6,41.6,81.6,32.7,94.1,48.1,48,42.6,5/1/2017
US-Ro6,132.2,115.3,137.2,150.1,139.6,150.4,137.5,6/1/2017
US-Ro6,148.3,136.3,116.4,135.5,124.9,161.1,137.1,7/1/2017
US-Ro6,28.6,77.1,37.3,64.1,65.9,45.2,53,9/1/2017
US-Ro6,39.8,50.7,32.7,50,54,33.4,43.4,10/1/2017
US-Ro6,9,16.5,13.8,19.5,21.2,12.6,15.4,11/1/2017
US-Ro6,0.3,4,4.7,8.9,5,6.8,5.9,12/1/2017
US-Tw3,146.2,180.3,177.5,172.1,178.7,171.4,176,6/1/2013
US-Tw3,158.2,195.7,199.5,185.8,196.1,172.3,189.9,7/1/2013
US-Tw3,100.9,137.4,117.8,136.6,131.5,113.4,122.9,8/1/2013
US-Tw3,87.1,125.9,99.7,128.9,125.3,75.9,107.1,9/1/2013
US-Tw3,28.3,78,44.3,72,67.4,32.2,53.7,10/1/2013
US-Tw3,13.2,52.1,19.2,46.4,32.6,13.3,29.5,11/1/2013
US-Tw3,9.5,22.9,1.3,26,20.3,2.8,13.8,12/1/2013
US-Tw3,18.6,22,3.2,23.2,27.2,5.7,22.8,1/1/2014
US-Tw3,7.3,33.8,2.9,38.8,12.2,6.1,7.1,2/1/2014
US-Tw3,48.9,92.9,45.4,92.9,64.4,40.8,64.2,3/1/2014
US-Tw3,146.9,131.5,128.1,129,148.1,128.7,129.4,4/1/2014
US-Tw3,95.5,167.1,136.5,161.5,149.4,128.8,139.8,5/1/2014
US-Tw3,107.3,161.3,133.4,162.5,149.4,136.7,141.8,6/1/2014
US-Tw3,140.3,174.2,205.1,189.3,190.8,180.4,188,7/1/2014
US-Tw3,84.1,144.8,127.8,152.7,136.7,105.6,125.3,8/1/2014
US-Tw3,78.8,114.4,90.1,112,98.2,67.3,93.5,9/1/2014
US-Tw3,43.8,77.4,67.6,87.3,86.4,46.5,68.2,10/1/2014
US-Tw3,29,50.5,6.1,37.1,19.2,12.7,25.8,11/1/2014
US-Tw3,16.9,21,7,32,19,5.4,16.9,12/1/2014
US-Tw3,3.6,16,12.6,21.7,14.6,15.2,14.6,1/1/2015
US-Tw3,23.1,55.4,34.7,54.6,34.6,28.5,38.5,2/1/2015
US-Tw3,49.8,107.3,64.3,96.7,74.9,58,75.2,3/1/2015
US-Tw3,69.5,135.6,71.6,117.1,78,83.1,75.6,4/1/2015
US-Tw3,72.3,166.2,105.9,135.9,116,139.6,132.7,5/1/2015
US-Tw3,142.5,177.4,190,188.9,194.4,181.9,186.5,6/1/2015
US-Tw3,129.2,179,180.9,182.4,171.4,162.8,175.3,7/1/2015
US-Tw3,96.2,142.7,117.8,150.3,141.1,100.3,124.8,8/1/2015
US-Tw3,54,99.7,69.2,108.7,93.8,56.8,80.4,9/1/2015
US-Tw3,22.6,73.8,47.9,92.7,89.5,34.1,60.1,10/1/2015
US-Tw3,12.7,29.5,15.4,45.5,23.2,17.3,19.6,11/1/2015
US-Tw3,12.7,18,4.6,31,18,4.4,14.8,12/1/2015
US-Tw3,5.3,32.5,9,32.9,8,8.6,7.7,1/1/2016
US-Tw3,14.2,71.6,22.9,53.8,23.3,27.8,22,2/1/2016
US-Tw3,36.9,98.1,41.8,77.2,43.2,50.7,43.1,3/1/2016
US-Tw3,38.8,143.5,66.7,116.1,76.1,55.5,70.6,4/1/2016
US-Tw3,94.8,167.2,119.9,153,125.3,125.4,130.9,5/1/2016
US-Tw3,69.7,145.1,95.5,149,110.3,126.2,116,6/1/2016
US-Tw3,79.2,145.6,112.7,149.8,129.8,120.8,123,7/1/2016
US-Tw3,49.2,114.3,79.1,121.9,109.2,93.8,103.7,8/1/2016
US-Tw3,61.7,112.9,80,119.5,103.7,75.8,92.3,9/1/2016
US-Tw3,24.3,81.5,39.1,73.4,54.4,25.5,49.7,10/1/2016
US-Tw3,17.5,45.9,37.3,40.2,44.4,24.7,38.5,11/1/2016
US-Tw3,5.7,34.9,12.8,27.8,18.6,11.7,18.6,12/1/2016
US-Tw3,4.3,33.1,10.5,31,14.1,16.1,18.2,1/1/2017
US-Tw3,16,56.1,21.7,48,27.9,16.9,26.1,2/1/2017
US-Tw3,54.8,94.1,49.6,88,62.1,47.1,60.3,3/1/2017
US-Tw3,85.1,128,81.1,114.4,92.1,88.1,86.6,4/1/2017
US-Tw3,154.8,179.4,150.4,159.8,157.1,161.3,156.7,5/1/2017
US-Tw3,49.4,132.2,96.3,132.7,92.6,123.3,115.4,6/1/2017
US-Tw3,19.3,110.9,92.9,127,96.1,116.2,108.6,7/1/2017
US-Tw3,44.5,115.1,79.3,120.5,88.1,93.1,90.1,8/1/2017
US-Tw3,29.6,88,35.6,92.3,59.6,67.7,62.1,9/1/2017
US-Tw3,26.2,68.6,34,73.6,60.7,34.2,49.5,10/1/2017
US-Tw3,13.3,38.1,19,37.1,26.6,34.3,28.1,11/1/2017
US-Tw3,4.4,31.8,1.6,22.7,18.6,4.9,14,12/1/2017
US-Tw3,17.6,34,6.4,28,20.9,9.6,19.4,1/1/2018
US-Tw3,21.4,64.7,27.6,60.3,42.1,20.5,39.4,2/1/2018
US-Tw3,56.2,82.2,48.7,83.8,57.3,52.8,53.7,3/1/2018
US-Tw3,83.7,129.5,82.9,109.3,89.1,91.7,91.3,4/1/2018
US-Tw3,78.1,154,107,126.4,111.9,108.8,113.5,5/1/2018
US-Twt,40,84.5,19.6,52.9,45.6,45.3,45.9,4/1/2009
US-Twt,76.1,127.4,87,77.7,121.8,112.8,100.4,5/1/2009
US-Twt,204.6,165,214.2,120.2,220.1,213.9,213.2,6/1/2009
US-Twt,221.8,225.2,251.7,194.1,236.9,266.9,232.8,7/1/2009
US-Twt,190.2,194.6,221.7,170.7,205.9,221.9,200.8,8/1/2009
US-Twt,126.6,128.4,169.9,118.3,170,147.8,143.5,9/1/2009
US-Twt,65.3,77.1,68.4,53,91.2,69.6,66.7,10/1/2009
US-Twt,24.5,52.3,33.4,29,44.5,39.2,37.1,11/1/2009
US-Twt,23.2,33,27.6,25.6,21.9,35.6,27.8,12/1/2009
US-Twt,8.6,32,17.6,22.9,24.2,29.2,22.4,1/1/2010
US-Twt,22.1,54,22.2,37.3,32.3,38.7,34.4,2/1/2010
US-Twt,71.1,94,58.2,54.8,75.9,87.4,73.6,3/1/2010
US-Twt,65.2,109.7,46.4,76.5,65.7,80.7,72,4/1/2010
US-Twt,79.5,82.2,90.7,76.8,102.2,119.3,86.3,5/1/2010
US-Twt,201.1,181.6,216.4,135.9,231.4,252,203.1,6/1/2010
US-Twt,231.6,229.7,237.2,176.4,224.2,269.4,230.7,7/1/2010
US-Twt,191.3,192.6,214.7,171.8,205.7,203.8,201.6,8/1/2010
US-Twt,141.1,149,157.8,131.9,168.4,146.3,149.1,9/1/2010
US-Twt,78.2,97.8,100.2,74,117.7,66.8,89.1,10/1/2010
US-Twt,28.6,60.5,42.5,33.7,63.9,54.7,47.3,11/1/2010
US-Twt,16.1,31,24.6,23.8,30.2,31.4,28.2,12/1/2010
US-Twt,22.2,32,26.4,24.4,31.4,49.5,27.3,1/1/2011
US-Twt,29.2,41.7,54.1,38.8,68.3,69.2,50.2,2/1/2011
US-Twt,51.9,62.2,57.8,67.3,55.2,73.7,61.3,3/1/2011
US-Twt,110.1,128.4,65,43.7,86.5,117.1,91.8,4/1/2011
US-Twt,44.7,121.2,85.8,70.8,112.5,125,93.3,5/1/2011
US-Twt,104.1,148.5,119.7,114.1,125.2,158.6,128.4,6/1/2011
US-Twt,218.5,229.6,219.4,180.9,214.5,239.7,224.3,7/1/2011
US-Twt,182.3,187,213.4,173.2,205.8,213.5,195.9,8/1/2011
US-Twt,128.8,142.9,157.5,124.8,159.3,136,141.6,9/1/2011
US-Twt,64,94.3,71.1,61.8,91.3,67.6,66.1,10/1/2011
US-Twt,29,38.4,40.2,34.6,48.7,40.7,38.5,11/1/2011
US-Twt,26.5,39.5,37.6,17,53.4,32.5,34.4,12/1/2011
US-Twt,24.6,33.2,45.1,26.3,55.7,48.9,39,1/1/2012
US-Twt,31,66.4,43.4,35.7,62.7,50.8,48.3,2/1/2012
US-Twt,39.8,58.3,44,55.7,48.1,61.2,51.2,3/1/2012
US-Twt,29.9,79.4,42.4,67.8,44.4,73.8,56.3,4/1/2012
US-Twt,134.6,57.1,179.4,95.1,179.3,195.3,156.8,5/1/2012
US-Twt,171.6,96.9,177,87.1,171.5,198.3,179.6,6/1/2012
US-Twt,215.9,200.5,239.8,152.3,223.6,260.1,228,7/1/2012
US-Twt,183.3,195.7,230.7,181.8,212.7,219.3,203.9,8/1/2012
US-Twt,134.7,142.9,167.8,133.2,175.9,146.3,150.1,9/1/2012
US-Twt,78.5,93.1,101.5,78.1,109.1,85.8,91,10/1/2012
US-Twt,36.6,52.9,38.2,38.1,43.4,44.4,40.2,11/1/2012
US-Twt,27.8,33.8,31,28.5,35,31.5,31.3,12/1/2012
US-Twt,28.2,40,39.2,27.4,44.5,49.7,38.2,1/1/2013
US-Twt,39.3,74.2,36.4,24.7,55.7,63.2,48.9,2/1/2013
US-Twt,39.5,85.7,29,44.1,40.8,59,42.5,3/1/2013
US-Twt,70,91.7,72.4,61.2,74.6,86.5,76.1,4/1/2013
US-Twt,91.8,156.6,114.2,105.3,124.9,149.4,123.7,5/1/2013
US-Twt,214.1,223.5,232.2,167.7,199.3,240.9,222,6/1/2013
US-Twt,226,240.5,256.5,207.4,238.9,262.5,238.6,7/1/2013
US-Twt,190,187.1,220.5,169.2,223,201.8,198.6,8/1/2013
US-Twt,121,121.7,146.3,109.3,141.8,110.2,125.1,9/1/2013
US-Twt,50.7,43.7,76.7,35.3,76.2,58.4,56.8,10/1/2013
US-Twt,34.5,43.3,59.7,39.1,67.4,58.6,50.4,11/1/2013
US-Twt,19.3,28.6,42.7,24.1,52.4,46.2,35.6,12/1/2013
US-Twt,28.4,28.4,52.7,21,58.4,46.3,39.2,1/1/2014
US-Twt,30.1,42.3,36,38.3,52.7,41,39.4,2/1/2014
US-Twt,66.2,81.5,73.1,63.5,86.2,72.3,73.8,3/1/2014
US-Twt,121.7,89.4,97.4,73.1,110.7,96.6,98.2,4/1/2014
US-Twt,12.9,76.7,25.9,70.3,52.9,55.6,49,5/1/2014
US-Twt,158.1,172.5,175.6,146.9,186,201,173.4,6/1/2014
US-Twt,175.1,173.5,255.2,202.9,239.1,270.5,219.4,7/1/2014
US-Twt,183.8,186.2,226.6,179.4,217.6,203.5,199.5,8/1/2014
US-Twt,127.4,120.4,159.1,115.4,149.3,126.9,127.9,9/1/2014
US-Twt,58.6,47.6,84.2,45.2,90.3,61.9,64.6,10/1/2014
US-Twt,39,34.5,36.5,33,38.2,50.6,36.2,11/1/2014
US-Twt,18.3,20.3,28.8,32,30.4,17,24.5,12/1/2014
US-Twt,6.8,19.7,30.1,21.3,17.9,44.2,19.2,1/1/2015
US-Twt,31.2,61.8,34.1,31.3,44.7,50.2,42.2,2/1/2015
US-Twt,51,97.1,44.4,38.3,65.7,72.3,61.5,3/1/2015
US-Twt,23.5,92,7.5,65.6,29.5,52.6,45.1,4/1/2015
US-Twt,70.5,123.5,97.3,69.4,120.5,158,106.5,5/1/2015
US-Twt,136.3,172.7,194.8,149.3,177.5,190.4,170.2,6/1/2015
US-Twt,212.1,226.9,256.3,181.7,219.5,252.5,224.8,7/1/2015
US-Twt,194.4,191.9,229.1,176.2,226.7,208.4,204.4,8/1/2015
US-Twt,104.3,112.3,149.4,106.6,149.3,113.5,109.2,9/1/2015
US-Twt,14.7,43.3,37.6,42.8,54.2,33.8,39.4,10/1/2015
US-Twt,20.3,26.8,50.2,48.3,50.2,55.5,51,11/1/2015
US-Twt,22.1,25.6,39.7,32.8,42.6,52.3,35.8,12/1/2015
US-Twt,32.4,38.8,35.1,33.5,38.6,37,35.9,1/1/2016
US-Twt,62,78.8,52.3,48.7,57.3,70.8,61.7,2/1/2016
US-Twt,75.8,100.9,57.9,56.8,67.7,76.1,66.8,3/1/2016
US-Twt,56.7,120.2,65.9,71.6,64.4,75.6,66.8,4/1/2016
US-Twt,5.5,87.9,9.4,56.4,27.4,45.9,38.7,5/1/2016
US-Twt,77.6,114.2,102.3,104.1,128.9,144,111.9,6/1/2016
US-Twt,217.6,223,271.4,197.3,248.1,268.7,237.7,7/1/2016
US-Twt,179.4,187.2,231.9,185.7,228.8,222.9,206,8/1/2016
US-Twt,119.5,131.3,166.3,132.7,163.7,141.4,142.5,9/1/2016
US-Twt,43.7,86.3,67,68,73.2,52.1,65,10/1/2016
US-Twt,22.5,45,37.4,21.8,42.1,44.5,42.3,11/1/2016
US-Twt,23,37,31,23.4,33,38.2,30.9,12/1/2016
US-Twt,21.8,39,30,31.8,13.4,37.1,28.8,1/1/2017
US-Twt,31.8,59,32.7,47.8,15.4,38.4,37.5,2/1/2017
US-Twt,74.7,92.2,61.5,57.4,68.1,83.8,73,3/1/2017
AFS,1.9,20.1,2.4,,20.8,1.3,6.4,12/1/2011
AFS,5.2,19.6,2.8,,11.9,6.7,6.6,1/1/2012
AFS,5.6,14.7,3.8,,5.3,8.6,5.8,2/1/2012
